,COICOP,measure,weights,date,cpi,food_subcategory,sheet
32,09,Recreation and culture,218.13981330048003,2009-03-01,95.29200189392367,False,All Rwanda
33,10,Education,200.9885867838568,2009-03-01,61.165481599343266,False,All Rwanda
34,11,Restaurants and hotels,643.9875038495742,2009-03-01,84.16255347533637,False,All Rwanda
35,12,Miscellaneous goods and services,515.9834508284413,2009-03-01,87.64508460652972,False,All Rwanda
36,00,GENERAL INDEX (CPI),10000.000000000005,2009-04-01,81.61253869932321,False,All Rwanda
37,01,Food and non-alcoholic beverages,3903.5428337111343,2009-04-01,77.55517527588417,False,All Rwanda
38,01.1.1,Bread and cereals ,662.2591994582781,2009-04-01,90.94571264019709,True,All Rwanda
39,01.1.2,Meat,173.7715732678241,2009-04-01,86.62434884787994,True,All Rwanda
40,01.1.4,"Milk, cheese and eggs",112.97526668095993,2009-04-01,64.41855627278943,True,All Rwanda
41,01.1.7,Vegetables ,1842.8570486570281,2009-04-01,73.54931480172037,True,All Rwanda
42,01.2,Non-alcoholic beverages ,114.62930950425736,2009-04-01,90.16763857479098,True,All Rwanda
43,02,Alcoholic beverages and tobacco,680.8440217778525,2009-04-01,88.52409462504473,False,All Rwanda
44,03,Clothing and footwear,530.9944773078367,2009-04-01,82.70073350529856,False,All Rwanda
45,04,"Housing, water, electricity, gas and other fuels",1827.7758311936157,2009-04-01,92.34193878641707,False,All Rwanda
46,05,"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2009-04-01,93.56491309488484,False,All Rwanda
47,06,Health,121.09522911844475,2009-04-01,85.80956287840014,False,All Rwanda
48,07,Transport,772.5927231856721,2009-04-01,81.66816980711849,False,All Rwanda
49,08,Communication,238.1321768462081,2009-04-01,111.08434607558466,False,All Rwanda
50,09,Recreation and culture,218.13981330048003,2009-04-01,98.365378551208,False,All Rwanda
51,10,Education,200.9885867838568,2009-04-01,61.16887099772875,False,All Rwanda
52,11,Restaurants and hotels,643.9875038495742,2009-04-01,83.81868902204306,False,All Rwanda
53,12,Miscellaneous goods and services,515.9834508284413,2009-04-01,87.18598852723274,False,All Rwanda
54,00,GENERAL INDEX (CPI),10000.000000000005,2009-05-01,81.87123690187046,False,All Rwanda
55,01,Food and non-alcoholic beverages,3903.5428337111343,2009-05-01,78.27625758146993,False,All Rwanda
56,01.1.1,Bread and cereals ,662.2591994582781,2009-05-01,92.04577915002332,True,All Rwanda
57,01.1.2,Meat,173.7715732678241,2009-05-01,86.2654613081364,True,All Rwanda
58,01.1.4,"Milk, cheese and eggs",112.97526668095993,2009-05-01,64.65665227074247,True,All Rwanda
59,01.1.7,Vegetables ,1842.8570486570281,2009-05-01,73.13123822707183,True,All Rwanda
60,01.2,Non-alcoholic beverages ,114.62930950425736,2009-05-01,89.57085427173021,True,All Rwanda
61,02,Alcoholic beverages and tobacco,680.8440217778525,2009-05-01,84.98154054004199,False,All Rwanda
62,03,Clothing and footwear,530.9944773078367,2009-05-01,82.28970879470465,False,All Rwanda
63,04,"Housing, water, electricity, gas and other fuels",1827.7758311936157,2009-05-01,92.22428396885479,False,All Rwanda
64,05,"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2009-05-01,93.83042024678443,False,All Rwanda
65,06,Health,121.09522911844475,2009-05-01,85.99544541627846,False,All Rwanda
66,07,Transport,772.5927231856721,2009-05-01,81.30329172384477,False,All Rwanda
67,08,Communication,238.1321768462081,2009-05-01,108.37158892672605,False,All Rwanda
68,09,Recreation and culture,218.13981330048003,2009-05-01,98.30062034081246,False,All Rwanda
69,10,Education,200.9885867838568,2009-05-01,61.17359927493985,False,All Rwanda
70,11,Restaurants and hotels,643.9875038495742,2009-05-01,83.93193627793256,False,All Rwanda
71,12,Miscellaneous goods and services,515.9834508284413,2009-05-01,88.18847305374929,False,All Rwanda
72,00,GENERAL INDEX (CPI),10000.000000000005,2009-06-01,79.90664409169169,False,All Rwanda
73,01,Food and non-alcoholic beverages,3903.5428337111343,2009-06-01,75.09210740309767,False,All Rwanda
74,01.1.1,Bread and cereals ,662.2591994582781,2009-06-01,90.66120277065616,True,All Rwanda
75,01.1.2,Meat,173.7715732678241,2009-06-01,84.6279964087186,True,All Rwanda
76,01.1.4,"Milk, cheese and eggs",112.97526668095993,2009-06-01,64.14373737821207,True,All Rwanda
77,01.1.7,Vegetables ,1842.8570486570281,2009-06-01,69.3567646393726,True,All Rwanda
78,01.2,Non-alcoholic beverages ,114.62930950425736,2009-06-01,87.8774733741464,True,All Rwanda
79,02,Alcoholic beverages and tobacco,680.8440217778525,2009-06-01,84.71906763898693,False,All Rwanda
80,03,Clothing and footwear,530.9944773078367,2009-06-01,81.42074535577939,False,All Rwanda
81,04,"Housing, water, electricity, gas and other fuels",1827.7758311936157,2009-06-01,91.40207583101206,False,All Rwanda
82,05,"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2009-06-01,94.60706745387544,False,All Rwanda
83,06,Health,121.09522911844475,2009-06-01,85.95895507552127,False,All Rwanda
84,07,Transport,772.5927231856721,2009-06-01,81.37521488370972,False,All Rwanda
85,08,Communication,238.1321768462081,2009-06-01,108.77253950569049,False,All Rwanda
86,09,Recreation and culture,218.13981330048003,2009-06-01,97.19872699518113,False,All Rwanda
87,10,Education,200.9885867838568,2009-06-01,61.16680420338327,False,All Rwanda
88,11,Restaurants and hotels,643.9875038495742,2009-06-01,84.19874190220227,False,All Rwanda
89,12,Miscellaneous goods and services,515.9834508284413,2009-06-01,88.46338622041459,False,All Rwanda
90,00,GENERAL INDEX (CPI),10000.000000000005,2009-07-01,82.33578599084153,False,All Rwanda
91,01,Food and non-alcoholic beverages,3903.5428337111343,2009-07-01,78.72787006921035,False,All Rwanda
92,01.1.1,Bread and cereals ,662.2591994582781,2009-07-01,88.04224802080442,True,All Rwanda
93,01.1.2,Meat,173.7715732678241,2009-07-01,83.79224396771208,True,All Rwanda
94,01.1.4,"Milk, cheese and eggs",112.97526668095993,2009-07-01,64.31787172419473,True,All Rwanda
95,01.1.7,Vegetables ,1842.8570486570281,2009-07-01,76.84594014074683,True,All Rwanda
96,01.2,Non-alcoholic beverages ,114.62930950425736,2009-07-01,87.5107977100318,True,All Rwanda
97,02,Alcoholic beverages and tobacco,680.8440217778525,2009-07-01,84.17320514749044,False,All Rwanda
98,03,Clothing and footwear,530.9944773078367,2009-07-01,82.14866132250346,False,All Rwanda
99,04,"Housing, water, electricity, gas and other fuels",1827.7758311936157,2009-07-01,92.00917007328107,False,All Rwanda
100,05,"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2009-07-01,94.51171420717768,False,All Rwanda
101,06,Health,121.09522911844475,2009-07-01,87.07062396811416,False,All Rwanda
102,07,Transport,772.5927231856721,2009-07-01,85.65566789441282,False,All Rwanda
103,08,Communication,238.1321768462081,2009-07-01,108.01520133139297,False,All Rwanda
104,09,Recreation and culture,218.13981330048003,2009-07-01,96.74451059569138,False,All Rwanda
105,10,Education,200.9885867838568,2009-07-01,61.17338677544654,False,All Rwanda
106,11,Restaurants and hotels,643.9875038495742,2009-07-01,84.11412268315527,False,All Rwanda
107,12,Miscellaneous goods and services,515.9834508284413,2009-07-01,86.82637517846977,False,All Rwanda
108,00,GENERAL INDEX (CPI),10000.000000000005,2009-08-01,82.49249454987554,False,All Rwanda
109,01,Food and non-alcoholic beverages,3903.5428337111343,2009-08-01,78.96481228554363,False,All Rwanda
110,01.1.1,Bread and cereals ,662.2591994582781,2009-08-01,84.23533580340518,True,All Rwanda
111,01.1.2,Meat,173.7715732678241,2009-08-01,81.46185201592647,True,All Rwanda
112,01.1.4,"Milk, cheese and eggs",112.97526668095993,2009-08-01,67.02118833391367,True,All Rwanda
113,01.1.7,Vegetables ,1842.8570486570281,2009-08-01,79.50623815322625,True,All Rwanda
114,01.2,Non-alcoholic beverages ,114.62930950425736,2009-08-01,87.51626321529226,True,All Rwanda
115,02,Alcoholic beverages and tobacco,680.8440217778525,2009-08-01,85.49255565015781,False,All Rwanda
116,03,Clothing and footwear,530.9944773078367,2009-08-01,82.79522630562028,False,All Rwanda
117,04,"Housing, water, electricity, gas and other fuels",1827.7758311936157,2009-08-01,90.65160868813715,False,All Rwanda
118,05,"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2009-08-01,94.89620999109692,False,All Rwanda
119,06,Health,121.09522911844475,2009-08-01,87.38357753406468,False,All Rwanda
120,07,Transport,772.5927231856721,2009-08-01,87.03852701326329,False,All Rwanda
121,08,Communication,238.1321768462081,2009-08-01,110.25295334046336,False,All Rwanda
122,09,Recreation and culture,218.13981330048003,2009-08-01,96.23186689528139,False,All Rwanda
123,10,Education,200.9885867838568,2009-08-01,61.1716466863018,False,All Rwanda
124,11,Restaurants and hotels,643.9875038495742,2009-08-01,84.20012960771061,False,All Rwanda
125,12,Miscellaneous goods and services,515.9834508284413,2009-08-01,87.66727796072095,False,All Rwanda
126,00,GENERAL INDEX (CPI),10000.000000000005,2009-09-01,84.06527375375761,False,All Rwanda
127,01,Food and non-alcoholic beverages,3903.5428337111343,2009-09-01,81.15428594624322,False,All Rwanda
128,01.1.1,Bread and cereals ,662.2591994582781,2009-09-01,84.522031958052,True,All Rwanda
129,01.1.2,Meat,173.7715732678241,2009-09-01,82.12153998127468,True,All Rwanda
130,01.1.4,"Milk, cheese and eggs",112.97526668095993,2009-09-01,69.97702164305996,True,All Rwanda
131,01.1.7,Vegetables ,1842.8570486570281,2009-09-01,82.4122243003501,True,All Rwanda
132,01.2,Non-alcoholic beverages ,114.62930950425736,2009-09-01,87.41008081231531,True,All Rwanda
133,02,Alcoholic beverages and tobacco,680.8440217778525,2009-09-01,84.08664385751356,False,All Rwanda
134,03,Clothing and footwear,530.9944773078367,2009-09-01,83.66301500759162,False,All Rwanda
135,04,"Housing, water, electricity, gas and other fuels",1827.7758311936157,2009-09-01,92.43739322888585,False,All Rwanda
136,05,"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2009-09-01,94.82262008179381,False,All Rwanda
137,06,Health,121.09522911844475,2009-09-01,87.08057155967803,False,All Rwanda
138,07,Transport,772.5927231856721,2009-09-01,88.48768796285144,False,All Rwanda
139,08,Communication,238.1321768462081,2009-09-01,110.05755973522002,False,All Rwanda
140,09,Recreation and culture,218.13981330048003,2009-09-01,96.32884105438777,False,All Rwanda
141,10,Education,200.9885867838568,2009-09-01,61.173708129512086,False,All Rwanda
142,11,Restaurants and hotels,643.9875038495742,2009-09-01,84.51594977387197,False,All Rwanda
143,12,Miscellaneous goods and services,515.9834508284413,2009-09-01,86.63902007425925,False,All Rwanda
144,00,GENERAL INDEX (CPI),10000.000000000005,2009-10-01,85.84860369238736,False,All Rwanda
145,01,Food and non-alcoholic beverages,3903.5428337111343,2009-10-01,84.00290476068763,False,All Rwanda
146,01.1.1,Bread and cereals ,662.2591994582781,2009-10-01,88.51454638534615,True,All Rwanda
147,01.1.2,Meat,173.7715732678241,2009-10-01,82.15039344241517,True,All Rwanda
148,01.1.4,"Milk, cheese and eggs",112.97526668095993,2009-10-01,66.86641389252702,True,All Rwanda
149,01.1.7,Vegetables ,1842.8570486570281,2009-10-01,87.69173359072475,True,All Rwanda
150,01.2,Non-alcoholic beverages ,114.62930950425736,2009-10-01,86.6604445370238,True,All Rwanda
151,02,Alcoholic beverages and tobacco,680.8440217778525,2009-10-01,85.91794097158383,False,All Rwanda
152,03,Clothing and footwear,530.9944773078367,2009-10-01,83.93770002608214,False,All Rwanda
153,04,"Housing, water, electricity, gas and other fuels",1827.7758311936157,2009-10-01,92.81327746915571,False,All Rwanda
154,05,"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2009-10-01,94.99353599148414,False,All Rwanda
155,06,Health,121.09522911844475,2009-10-01,87.8842533850721,False,All Rwanda
156,07,Transport,772.5927231856721,2009-10-01,88.73094287704083,False,All Rwanda
157,08,Communication,238.1321768462081,2009-10-01,109.97266747999828,False,All Rwanda
158,09,Recreation and culture,218.13981330048003,2009-10-01,95.53075726914766,False,All Rwanda
159,10,Education,200.9885867838568,2009-10-01,61.174560591297514,False,All Rwanda
160,11,Restaurants and hotels,643.9875038495742,2009-10-01,84.3016790380216,False,All Rwanda
161,12,Miscellaneous goods and services,515.9834508284413,2009-10-01,86.66923848132097,False,All Rwanda
162,00,GENERAL INDEX (CPI),10000.000000000005,2009-11-01,88.24277268229272,False,All Rwanda
163,01,Food and non-alcoholic beverages,3903.5428337111343,2009-11-01,88.56726752233996,False,All Rwanda
164,01.1.1,Bread and cereals ,662.2591994582781,2009-11-01,91.24069183637016,True,All Rwanda
165,01.1.2,Meat,173.7715732678241,2009-11-01,82.9802047709916,True,All Rwanda
166,01.1.4,"Milk, cheese and eggs",112.97526668095993,2009-11-01,63.0731136224353,True,All Rwanda
167,01.1.7,Vegetables ,1842.8570486570281,2009-11-01,92.00062209174192,True,All Rwanda
168,01.2,Non-alcoholic beverages ,114.62930950425736,2009-11-01,86.46361921891413,True,All Rwanda
169,02,Alcoholic beverages and tobacco,680.8440217778525,2009-11-01,85.15643493985534,False,All Rwanda
170,03,Clothing and footwear,530.9944773078367,2009-11-01,83.96110866896063,False,All Rwanda
171,04,"Housing, water, electricity, gas and other fuels",1827.7758311936157,2009-11-01,90.58817996310142,False,All Rwanda
172,05,"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2009-11-01,95.35111116562781,False,All Rwanda
173,06,Health,121.09522911844475,2009-11-01,88.10818362622592,False,All Rwanda
174,07,Transport,772.5927231856721,2009-11-01,89.7173718363722,False,All Rwanda
175,08,Communication,238.1321768462081,2009-11-01,109.27504550755349,False,All Rwanda
176,09,Recreation and culture,218.13981330048003,2009-11-01,96.42077223848054,False,All Rwanda
177,10,Education,200.9885867838568,2009-11-01,61.178995414783856,False,All Rwanda
178,11,Restaurants and hotels,643.9875038495742,2009-11-01,84.36486205539543,False,All Rwanda
179,12,Miscellaneous goods and services,515.9834508284413,2009-11-01,86.87621806950104,False,All Rwanda
180,00,GENERAL INDEX (CPI),10000.000000000005,2009-12-01,87.35849898585775,False,All Rwanda
181,01,Food and non-alcoholic beverages,3903.5428337111343,2009-12-01,86.89449755475572,False,All Rwanda
182,01.1.1,Bread and cereals ,662.2591994582781,2009-12-01,91.99063936432557,True,All Rwanda
183,01.1.2,Meat,173.7715732678241,2009-12-01,83.84317533055666,True,All Rwanda
184,01.1.4,"Milk, cheese and eggs",112.97526668095993,2009-12-01,67.84905729154005,True,All Rwanda
185,01.1.7,Vegetables ,1842.8570486570281,2009-12-01,90.25969988964967,True,All Rwanda
186,01.2,Non-alcoholic beverages ,114.62930950425736,2009-12-01,83.68082448025424,True,All Rwanda
187,02,Alcoholic beverages and tobacco,680.8440217778525,2009-12-01,86.03779263634232,False,All Rwanda
188,03,Clothing and footwear,530.9944773078367,2009-12-01,84.84956518847777,False,All Rwanda
189,04,"Housing, water, electricity, gas and other fuels",1827.7758311936157,2009-12-01,91.23378080555095,False,All Rwanda
190,05,"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2009-12-01,96.12988995971362,False,All Rwanda
191,06,Health,121.09522911844475,2009-12-01,87.83565955999426,False,All Rwanda
192,07,Transport,772.5927231856721,2009-12-01,88.98068426659977,False,All Rwanda
193,08,Communication,238.1321768462081,2009-12-01,108.93816317939152,False,All Rwanda
194,09,Recreation and culture,218.13981330048003,2009-12-01,94.8092671021884,False,All Rwanda
195,10,Education,200.9885867838568,2009-12-01,61.173634481470174,False,All Rwanda
196,11,Restaurants and hotels,643.9875038495742,2009-12-01,84.40753718871339,False,All Rwanda
197,12,Miscellaneous goods and services,515.9834508284413,2009-12-01,86.349292840158,False,All Rwanda
198,00,GENERAL INDEX (CPI),10000.000000000005,2010-01-01,84.94961555362332,False,All Rwanda
199,01,Food and non-alcoholic beverages,3903.5428337111343,2010-01-01,82.54578802699689,False,All Rwanda
200,01.1.1,Bread and cereals ,662.2591994582781,2010-01-01,93.67350075737387,True,All Rwanda
201,01.1.2,Meat,173.7715732678241,2010-01-01,82.93646500198494,True,All Rwanda
202,01.1.4,"Milk, cheese and eggs",112.97526668095993,2010-01-01,71.84749224704288,True,All Rwanda
203,01.1.7,Vegetables ,1842.8570486570281,2010-01-01,79.6610356871928,True,All Rwanda
204,01.2,Non-alcoholic beverages ,114.62930950425736,2010-01-01,84.65464683592432,True,All Rwanda
205,02,Alcoholic beverages and tobacco,680.8440217778525,2010-01-01,88.57511041802363,False,All Rwanda
206,03,Clothing and footwear,530.9944773078367,2010-01-01,85.07317177158562,False,All Rwanda
207,04,"Housing, water, electricity, gas and other fuels",1827.7758311936157,2010-01-01,91.18238985821621,False,All Rwanda
208,05,"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2010-01-01,95.85840718495056,False,All Rwanda
209,06,Health,121.09522911844475,2010-01-01,88.04021373123494,False,All Rwanda
210,07,Transport,772.5927231856721,2010-01-01,89.21011684292993,False,All Rwanda
211,08,Communication,238.1321768462081,2010-01-01,109.50843590840437,False,All Rwanda
212,09,Recreation and culture,218.13981330048003,2010-01-01,96.34259592866454,False,All Rwanda
213,10,Education,200.9885867838568,2010-01-01,61.167142523645964,False,All Rwanda
214,11,Restaurants and hotels,643.9875038495742,2010-01-01,84.74479320044784,False,All Rwanda
215,12,Miscellaneous goods and services,515.9834508284413,2010-01-01,85.40937976932341,False,All Rwanda
216,00,GENERAL INDEX (CPI),10000.000000000005,2010-02-01,82.80416004302845,False,All Rwanda
217,01,Food and non-alcoholic beverages,3903.5428337111343,2010-02-01,78.86224871196497,False,All Rwanda
218,01.1.1,Bread and cereals ,662.2591994582781,2010-02-01,90.96037296102682,True,All Rwanda
219,01.1.2,Meat,173.7715732678241,2010-02-01,82.85451437998486,True,All Rwanda
220,01.1.4,"Milk, cheese and eggs",112.97526668095993,2010-02-01,64.98459664606177,True,All Rwanda
221,01.1.7,Vegetables ,1842.8570486570281,2010-02-01,76.16245699464928,True,All Rwanda
222,01.2,Non-alcoholic beverages ,114.62930950425736,2010-02-01,84.34853906810241,True,All Rwanda
223,02,Alcoholic beverages and tobacco,680.8440217778525,2010-02-01,88.03999116701729,False,All Rwanda
224,03,Clothing and footwear,530.9944773078367,2010-02-01,85.79821738006845,False,All Rwanda
225,04,"Housing, water, electricity, gas and other fuels",1827.7758311936157,2010-02-01,90.7502010644757,False,All Rwanda
226,05,"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2010-02-01,95.35624744398496,False,All Rwanda
227,06,Health,121.09522911844475,2010-02-01,87.91755301051177,False,All Rwanda
228,07,Transport,772.5927231856721,2010-02-01,88.18536458304744,False,All Rwanda
229,08,Communication,238.1321768462081,2010-02-01,109.57648201029642,False,All Rwanda
230,09,Recreation and culture,218.13981330048003,2010-02-01,95.21320492120317,False,All Rwanda
231,10,Education,200.9885867838568,2010-02-01,65.50305296586605,False,All Rwanda
232,11,Restaurants and hotels,643.9875038495742,2010-02-01,85.43384669338158,False,All Rwanda
233,12,Miscellaneous goods and services,515.9834508284413,2010-02-01,85.40433122427311,False,All Rwanda
234,00,GENERAL INDEX (CPI),10000.000000000005,2010-03-01,83.43020136387925,False,All Rwanda
235,01,Food and non-alcoholic beverages,3903.5428337111343,2010-03-01,79.628313031005,False,All Rwanda
236,01.1.1,Bread and cereals ,662.2591994582781,2010-03-01,89.20940740688376,True,All Rwanda
237,01.1.2,Meat,173.7715732678241,2010-03-01,81.66570221663602,True,All Rwanda
238,01.1.4,"Milk, cheese and eggs",112.97526668095993,2010-03-01,67.17841447669944,True,All Rwanda
239,01.1.7,Vegetables ,1842.8570486570281,2010-03-01,78.202576908881,True,All Rwanda
240,01.2,Non-alcoholic beverages ,114.62930950425736,2010-03-01,84.0495444626897,True,All Rwanda
241,02,Alcoholic beverages and tobacco,680.8440217778525,2010-03-01,91.70978098086242,False,All Rwanda
242,03,Clothing and footwear,530.9944773078367,2010-03-01,86.7730164264299,False,All Rwanda
243,04,"Housing, water, electricity, gas and other fuels",1827.7758311936157,2010-03-01,90.64434742643716,False,All Rwanda
244,05,"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2010-03-01,95.26769344566176,False,All Rwanda
245,06,Health,121.09522911844475,2010-03-01,87.16564960818349,False,All Rwanda
246,07,Transport,772.5927231856721,2010-03-01,88.42608018557603,False,All Rwanda
247,08,Communication,238.1321768462081,2010-03-01,109.5298043571873,False,All Rwanda
248,09,Recreation and culture,218.13981330048003,2010-03-01,95.55287857623233,False,All Rwanda
249,10,Education,200.9885867838568,2010-03-01,65.66504432154642,False,All Rwanda
250,11,Restaurants and hotels,643.9875038495742,2010-03-01,86.59363053744285,False,All Rwanda
251,12,Miscellaneous goods and services,515.9834508284413,2010-03-01,85.15094321102934,False,All Rwanda
252,00,GENERAL INDEX (CPI),10000.000000000005,2010-04-01,82.13248711658485,False,All Rwanda
253,01,Food and non-alcoholic beverages,3903.5428337111343,2010-04-01,78.0895703008317,False,All Rwanda
254,01.1.1,Bread and cereals ,662.2591994582781,2010-04-01,86.87434802294372,True,All Rwanda
255,01.1.2,Meat,173.7715732678241,2010-04-01,80.85711336323745,True,All Rwanda
256,01.1.4,"Milk, cheese and eggs",112.97526668095993,2010-04-01,67.57782700857985,True,All Rwanda
257,01.1.7,Vegetables ,1842.8570486570281,2010-04-01,76.31599956951634,True,All Rwanda
258,01.2,Non-alcoholic beverages ,114.62930950425736,2010-04-01,84.36649132125696,True,All Rwanda
259,02,Alcoholic beverages and tobacco,680.8440217778525,2010-04-01,92.20567107617181,False,All Rwanda
260,03,Clothing and footwear,530.9944773078367,2010-04-01,86.37015541863965,False,All Rwanda
261,04,"Housing, water, electricity, gas and other fuels",1827.7758311936157,2010-04-01,87.7122386923265,False,All Rwanda
262,05,"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2010-04-01,96.07443016415928,False,All Rwanda
263,06,Health,121.09522911844475,2010-04-01,87.19075677461197,False,All Rwanda
264,07,Transport,772.5927231856721,2010-04-01,88.12773089227407,False,All Rwanda
265,08,Communication,238.1321768462081,2010-04-01,109.59851780505053,False,All Rwanda
266,09,Recreation and culture,218.13981330048003,2010-04-01,96.14099810665708,False,All Rwanda
267,10,Education,200.9885867838568,2010-04-01,65.44247309808502,False,All Rwanda
268,11,Restaurants and hotels,643.9875038495742,2010-04-01,86.74781295839743,False,All Rwanda
269,12,Miscellaneous goods and services,515.9834508284413,2010-04-01,84.7609882736306,False,All Rwanda
270,00,GENERAL INDEX (CPI),10000.000000000005,2010-05-01,82.13596602116833,False,All Rwanda
271,01,Food and non-alcoholic beverages,3903.5428337111343,2010-05-01,77.7728625447927,False,All Rwanda
272,01.1.1,Bread and cereals ,662.2591994582781,2010-05-01,85.28934878499382,True,All Rwanda
273,01.1.2,Meat,173.7715732678241,2010-05-01,81.00575334332275,True,All Rwanda
274,01.1.4,"Milk, cheese and eggs",112.97526668095993,2010-05-01,67.41686839387692,True,All Rwanda
275,01.1.7,Vegetables ,1842.8570486570281,2010-05-01,77.00279176520068,True,All Rwanda
276,01.2,Non-alcoholic beverages ,114.62930950425736,2010-05-01,83.95211535217275,True,All Rwanda
277,02,Alcoholic beverages and tobacco,680.8440217778525,2010-05-01,92.0686377042144,False,All Rwanda
278,03,Clothing and footwear,530.9944773078367,2010-05-01,86.45457894127189,False,All Rwanda
279,04,"Housing, water, electricity, gas and other fuels",1827.7758311936157,2010-05-01,88.57739849367586,False,All Rwanda
280,05,"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2010-05-01,95.96256090023088,False,All Rwanda
281,06,Health,121.09522911844475,2010-05-01,87.03110949806465,False,All Rwanda
282,07,Transport,772.5927231856721,2010-05-01,88.68050611798522,False,All Rwanda
283,08,Communication,238.1321768462081,2010-05-01,109.40249753443625,False,All Rwanda
284,09,Recreation and culture,218.13981330048003,2010-05-01,96.02051482219666,False,All Rwanda
285,10,Education,200.9885867838568,2010-05-01,65.44350925368889,False,All Rwanda
286,11,Restaurants and hotels,643.9875038495742,2010-05-01,87.8947428474123,False,All Rwanda
287,12,Miscellaneous goods and services,515.9834508284413,2010-05-01,84.85236227413506,False,All Rwanda
288,00,GENERAL INDEX (CPI),10000.000000000005,2010-06-01,81.48661117056959,False,All Rwanda
289,01,Food and non-alcoholic beverages,3903.5428337111343,2010-06-01,76.48675529522065,False,All Rwanda
290,01.1.1,Bread and cereals ,662.2591994582781,2010-06-01,81.9622430155202,True,All Rwanda
291,01.1.2,Meat,173.7715732678241,2010-06-01,81.46687131179526,True,All Rwanda
292,01.1.4,"Milk, cheese and eggs",112.97526668095993,2010-06-01,69.33645575566776,True,All Rwanda
293,01.1.7,Vegetables ,1842.8570486570281,2010-06-01,75.83512263919589,True,All Rwanda
